image,mask
/home/kiran_shahi/dissertation/dataset/image/0161/00018.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0161/00018.jpg
/home/kiran_shahi/dissertation/dataset/image/0161/00019.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0161/00019.jpg
/home/kiran_shahi/dissertation/dataset/image/0161/00020.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0161/00020.jpg
/home/kiran_shahi/dissertation/dataset/image/0161/00021.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0161/00021.jpg
/home/kiran_shahi/dissertation/dataset/image/0161/00022.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0161/00022.jpg
/home/kiran_shahi/dissertation/dataset/image/0161/00023.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0161/00023.jpg
/home/kiran_shahi/dissertation/dataset/image/0161/00024.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0161/00024.jpg
/home/kiran_shahi/dissertation/dataset/image/0161/00025.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0161/00025.jpg
/home/kiran_shahi/dissertation/dataset/image/0161/00026.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0161/00026.jpg
/home/kiran_shahi/dissertation/dataset/image/0161/00027.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0161/00027.jpg
/home/kiran_shahi/dissertation/dataset/image/0161/00028.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0161/00028.jpg
/home/kiran_shahi/dissertation/dataset/image/0161/00029.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0161/00029.jpg
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0006.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0006.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0012.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0012.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0018.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0018.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0024.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0024.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0030.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0030.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0036.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0036.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0042.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0042.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0048.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0048.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0054.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0054.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0060.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0060.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0066.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0066.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0072.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0072.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0078.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0078.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0084.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0084.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0090.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0090.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0096.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0096.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0102.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0102.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0108.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0108.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0114.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0114.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0120.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0120.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0126.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0126.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0132.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0132.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0138.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0138.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0144.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0144.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0150.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0150.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0156.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0156.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0162.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0162.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0168.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0168.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0174.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0174.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0185_indoor/laptop_a0185_indoor_0180.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0185_indoor/laptop_a0185_indoor_0180.png
/home/kiran_shahi/dissertation/dataset/image/0394/00000.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00000.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00001.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00001.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00002.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00002.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00003.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00003.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00004.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00004.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00005.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00005.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00006.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00006.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00007.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00007.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00008.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00008.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00009.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00009.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00010.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00010.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00011.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00011.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00012.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00012.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00013.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00013.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00014.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00014.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00015.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00015.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00016.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00016.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00017.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00017.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00018.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00018.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00019.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00019.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00020.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00020.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00021.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00021.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00022.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00022.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00023.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00023.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00024.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00024.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00025.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00025.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00026.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00026.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00027.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00027.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00028.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00028.jpg
/home/kiran_shahi/dissertation/dataset/image/0394/00029.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0394/00029.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00000.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00000.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00001.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00001.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00002.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00002.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00003.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00003.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00004.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00004.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00005.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00005.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00006.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00006.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00007.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00007.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00008.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00008.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00009.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00009.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00010.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00010.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00011.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00011.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00012.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00012.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00013.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00013.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00014.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00014.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00015.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00015.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00016.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00016.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00017.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00017.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00018.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00018.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00019.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00019.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00020.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00020.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00021.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00021.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00022.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00022.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00023.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00023.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00024.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00024.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00025.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00025.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00026.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00026.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00027.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00027.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00028.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00028.jpg
/home/kiran_shahi/dissertation/dataset/image/0359/00029.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0359/00029.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00000.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00000.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00001.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00001.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00002.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00002.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00003.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00003.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00004.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00004.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00005.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00005.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00006.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00006.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00007.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00007.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00008.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00008.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00009.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00009.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00010.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00010.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00011.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00011.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00012.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00012.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00013.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00013.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00014.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00014.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00015.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00015.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00016.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00016.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00017.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00017.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00018.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00018.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00019.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00019.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00020.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00020.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00021.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00021.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00022.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00022.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00023.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00023.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00024.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00024.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00025.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00025.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00026.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00026.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00027.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00027.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00028.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00028.jpg
/home/kiran_shahi/dissertation/dataset/image/0068/00029.jpg,/home/kiran_shahi/dissertation/dataset/alpha/0068/00029.jpg
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0006.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0006.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0012.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0012.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0018.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0018.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0024.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0024.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0030.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0030.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0036.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0036.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0042.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0042.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0048.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0048.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0054.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0054.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0060.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0060.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0066.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0066.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0072.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0072.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0078.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0078.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0084.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0084.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0090.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0090.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0096.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0096.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0102.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0102.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0108.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0108.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0114.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0114.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0120.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0120.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0126.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0126.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0132.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0132.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0138.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0138.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0144.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0144.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0150.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0150.png
/home/kiran_shahi/dissertation/dataset/image/laptop_a0325_outdoor/laptop_a0325_outdoor_0156.jpg,/home/kiran_shahi/dissertation/dataset/alpha/laptop_a0325_outdoor/laptop_a0325_outdoor_0156.png
